"boroct","nta","lat","lon"
"3054900","BK73",40.71491649785282,-73.95862548093875
"3050900","BK72",40.70391652605123,-73.95859674782493
"1014300","MN99",40.78797632175716,-73.95478341339228
"4041100","QN25",40.74234894149034,-73.85837079053796
"4023600","QN35",40.711594664199275,-73.80871115610317
"4086500","QN22",40.7610932656248,-73.8288655055002
"1011900","MN17",40.7557339292816,-73.98350302158433
"5013302","SI22",40.6389706741606,-74.10231069684154
"1020901","MN09",40.80788624331421,-73.96254365258496
"4009800","QN55",40.67615527362095,-73.81945921642959
"4074500","QN17",40.721431572364395,-73.84767250596063
"3053200","BK43",40.6209240392228,-73.95682458081855
"3045200","BK46",40.6173149606026,-73.97032580022879
"5025100","SI28",40.6281673480548,-74.14078752275152
"1007100","MN23",40.73304509544942,-74.00154663733818
"4065702","QN21",40.718337840902066,-73.88005347951602
"5027706","SI24",40.58655962024462,-74.13297403095186
"4020200","QN01",40.69442746751805,-73.79096387835465
"3002901","BK68",40.690795105012825,-73.97488147937314
"3116400","BK82",40.66094706832902,-73.87683894935641
"4000700","QN31",40.739772511674886,-73.93121212415285
"3089400","BK81",40.66400156237572,-73.91025452123064
"2027900","BX28",40.876513382012234,-73.89562209803361
"3021000","BK30",40.622437890916565,-74.01209403612
"2030900","BX22",40.8995349681585,-73.90698476040306
"3068800","BK58",40.62627278951659,-73.93009695805877
"3054400","BK43",40.6209240392228,-73.95682458081855
"1006600","MN20",40.74419496034809,-73.97748254768617
"4001200","QN53",40.688721535647744,-73.85576665249252
"3099000","BK50",40.638040560954266,-73.8997502702429
"4041300","QN25",40.74234894149034,-73.85837079053796
"4147100","QN46",40.762738652025334,-73.77342167575753
"3049800","BK41",40.640590145611924,-73.97619902566086
"3039100","BK78",40.69645881663439,-73.92511472634303
"2026500","BX30",40.86526567546864,-73.90591108496045
"5020804","SI32",40.54033376520988,-74.20782757965222
"4066000","QN05",40.65784155023455,-73.73945472894732
"3007000","BK31",40.62484720099241,-74.02988291264548
"2045600","BX03",40.8809352688115,-73.8366432969944
"1029500","MN01",40.86790997383466,-73.91764940165521
"4084900","QN22",40.7610932656248,-73.8288655055002
"4049500","QN30",40.72399513720428,-73.9023298838427
"3070201","BK45",40.61457880484657,-73.91524505344194
"3086400","BK96",40.652364804241444,-73.92225097372663
"2011900","BX27",40.81207836127898,-73.88553459234242
"5022300","SI12",40.631307768352805,-74.16723903830672
"2036902","BX17",40.84496591016541,-73.88552318942503
"4056400","QN34",40.715454525266644,-73.74153181007685
"4015600","QN54",40.69454069444928,-73.83092640070274
"3098400","BK50",40.638040560954266,-73.8997502702429
"2031800","BX31",40.86447227865893,-73.84742514272286
"3025901","BK75",40.691507497756945,-73.94990502104507
"1000202","MN28",40.71784098629774,-73.9809116398646
"4013000","QN54",40.69454069444928,-73.83092640070274
"3053300","BK72",40.70391652605123,-73.95859674782493
"4035700","QN27",40.76335220117605,-73.86839559824676
"3017400","BK27",40.60426981077669,-74.00748726061335
"2041300","BX05",40.86768209051977,-73.89018363618725
"3042900","BK77",40.70056068324129,-73.91776601162026
"3122000","BK82",40.66094706832902,-73.87683894935641
"2041100","BX05",40.86768209051977,-73.89018363618725
"3019700","BK69",40.68796681283758,-73.96236332326195
"4027900","QN28",40.75731186888698,-73.8853210958476
"3038600","BK26",40.58840281809143,-73.98143050403097
"2045101","BX62",40.89793095559368,-73.85221547858679
"2024100","BX41",40.84905813133556,-73.90512194941535
"4119900","QN52",40.75410896946269,-73.80729444048158
"3117602","BK83",40.682178026111586,-73.87833445077709
"3049100","BK90",40.71536855279132,-73.93679701824689
"4060300","QN21",40.718337840902066,-73.88005347951602
"3007200","BK32",40.65237338151874,-74.01124998396713
"3150200","BK40",40.65361197596065,-73.97798272744626
"4010800","QN54",40.69454069444928,-73.83092640070274
"3067000","BK45",40.61457880484657,-73.91524505344194
"4051600","QN34",40.715454525266644,-73.74153181007685
"3032600","BK21",40.57648264584344,-73.99123577569601
"1031704","MN25",40.70800715636219,-74.01024491300639
"5005900","SI35",40.6300500624979,-74.10286117047163
"2016200","BX52",40.82333239790897,-73.82358803920123
"1012200","MN40",40.77472985224529,-73.96117409549935
"3079000","BK95",40.646116419954,-73.95162338294368
"2008400","BX09",40.81805458812748,-73.85618761949844
"1018600","MN11",40.804332483651926,-73.95129332011003
"3040300","BK78",40.69645881663439,-73.92511472634303
"4093401","QN10",40.57145652087039,-73.87654420408197
"2035800","BX03",40.8809352688115,-73.8366432969944
"4058000","QN34",40.715454525266644,-73.74153181007685
"1028300","MN35",40.85710626636667,-73.93283336084565
"1019300","MN09",40.80788624331421,-73.96254365258496
"4129104","QN42",40.74267581231825,-73.75461549916372
"3048500","BK78",40.69645881663439,-73.92511472634303
"3055500","BK73",40.71491649785282,-73.95862548093875
"3017500","BK99",40.62313972570711,-73.91856492110088
"1006400","MN21",40.73682434752209,-73.98405429895223
"3015400","BK99",40.62313972570711,-73.91856492110088
"2028500","BX29",40.88240601985339,-73.9106668412233
"1017700","MN12",40.79037998139949,-73.97390784022826
"5014608","SI54",40.55186037868574,-74.15089035712079
"2022701","BX41",40.84905813133556,-73.90512194941535
"4049600","QN34",40.715454525266644,-73.74153181007685
