,ct2010,county,boro_code,population,tract,zipcode,tract2010
2086,656.0,081,4,5816,065600,11422.0,656
2087,379.0,005,2,5360,037900,10457.0,379
2088,6.0,081,4,4142,000600,11421.0,6
2089,8.0,081,4,3679,000800,11421.0,8
2090,1184.0,047,3,5361,118400,11208.0,1184
2091,4.0,081,4,5231,000400,11421.0,4
2092,1182.02,047,3,3279,118202,11208.0,118202
2093,1196.0,047,3,4925,119600,11208.0,1196
2094,513.0,047,3,5058,051300,11206.0,513
2095,513.0,047,3,5058,051300,11211.0,513
2096,519.0,047,3,5159,051900,11211.0,519
2097,134.0,085,5,4087,013400,10306.0,134
2098,348.0,047,3,2874,034800,11214.0,348
2099,348.0,047,3,2874,034800,11223.0,348
2100,348.0,047,3,2874,034800,11224.0,348
2101,350.0,047,3,2856,035000,11224.0,350
2102,621.0,081,4,2569,062100,11379.0,621
2103,621.0,081,4,2569,062100,11385.0,621
2104,637.0,081,4,3345,063700,11374.0,637
2105,637.0,081,4,3345,063700,11375.0,637
2106,637.0,081,4,3345,063700,11385.0,637
2107,655.01,081,4,0,065501,11379.0,65501
2108,291.0,061,1,12180,029100,10034.0,291
2109,291.0,061,1,12180,029100,10040.0,291
2110,283.0,061,1,7919,028300,10026.0,283
2111,283.0,061,1,7919,028300,10040.0,283
2112,285.0,061,1,7675,028500,10040.0,285
2113,362.0,047,3,3480,036200,11235.0,362
2114,730.0,047,3,2431,073000,11234.0,730
2115,736.0,047,3,3569,073600,11210.0,736
2116,736.0,047,3,3569,073600,11234.0,736
2117,160.02,061,1,3625,016002,10029.0,16002
2118,160.02,061,1,3625,016002,10128.0,16002
2119,726.0,047,3,2196,072600,11203.0,726
2120,726.0,047,3,2196,072600,11210.0,726
2121,726.0,047,3,2196,072600,11234.0,726
2122,732.0,047,3,2644,073200,11210.0,732
2123,732.0,047,3,2644,073200,11234.0,732
2124,186.0,061,1,7928,018600,10026.0,186
2125,1142.01,047,3,1629,114201,11207.0,114201
2126,1201.0,081,4,1791,120100,11355.0,1201
2127,201.01,061,1,1781,020101,10025.0,20101
2128,201.01,061,1,1781,020101,10027.0,20101
2129,696.02,047,3,6601,069602,11234.0,69602
2130,700.0,047,3,1715,070000,11234.0,700
2131,122.0,061,1,2963,012200,10021.0,122
2132,122.0,061,1,2963,012200,10065.0,122
2133,235.02,005,2,4781,023502,10457.0,23502
2134,381.0,005,2,7175,038100,10457.0,381
2135,383.01,081,4,0,038301,11368.0,38301
2136,3.0,085,5,1927,000300,10301.0,3
2137,293.01,005,2,1835,029301,10463.0,29301
2138,183.0,061,1,7454,018300,10024.0,183
2139,183.0,061,1,7454,018300,10025.0,183
2140,150.02,061,1,5119,015002,10028.0,15002
2141,150.02,061,1,5119,015002,10128.0,15002
2142,160.01,061,1,4011,016001,10128.0,16001
2143,172.0,061,1,5787,017200,10029.0,172
2144,79.0,061,1,4550,007900,10014.0,79
2145,169.0,061,1,8553,016900,10024.0,169
2146,159.0,061,1,8811,015900,10023.0,159
2147,159.0,061,1,8811,015900,10069.0,159
2148,174.01,061,1,4582,017401,10029.0,17401
2149,1180.0,047,3,0,118000,11208.0,1180
2150,281.0,005,2,4314,028100,10463.0,281
2151,170.0,061,1,7601,017000,10029.0,170
2152,166.0,061,1,7024,016600,10029.0,166
2153,245.0,061,1,15149,024500,10032.0,245
2154,247.0,061,1,7444,024700,10032.0,247
2155,165.0,061,1,6529,016500,10024.0,165
2156,290.0,047,3,4186,029000,11214.0,290
2157,296.0,047,3,5845,029600,11214.0,296
2158,20.0,005,2,9608,002000,10473.0,20
2159,531.0,047,3,9068,053100,11205.0,531
2160,531.0,047,3,9068,053100,11206.0,531
2161,112.02,085,5,5417,011202,10305.0,11202
2162,112.02,085,5,5417,011202,10306.0,11202
2163,121.0,047,3,1948,012100,11215.0,121
2164,418.0,005,2,4194,041800,10466.0,418
2165,418.0,005,2,4194,041800,10470.0,418
2166,561.0,081,4,62,056100,11385.0,561
2167,561.0,081,4,62,056100,11432.0,561
2168,1142.02,047,3,2837,114202,11207.0,114202
2169,193.0,005,2,5853,019300,10452.0,193
2170,74.0,085,5,4583,007400,10305.0,74
2171,786.0,047,3,4965,078600,11210.0,786
2172,944.01,047,3,4149,094401,11203.0,94401
2173,944.01,047,3,4149,094401,11234.0,94401
2174,944.01,047,3,4149,094401,11236.0,94401
2175,950.0,047,3,3066,095000,11236.0,950
2176,916.01,081,4,3702,091601,11695.0,91601
2177,916.01,081,4,3702,091601,11697.0,91601
2178,91.0,081,4,2657,009100,11102.0,91
2179,451.02,005,2,1637,045102,10470.0,45102
2180,117.0,047,3,2851,011700,11215.0,117
2181,1257.0,081,4,3260,125700,11365.0,1257
2182,1257.0,081,4,3260,125700,11366.0,1257
2183,1265.0,081,4,1608,126500,11366.0,1265
2184,1265.0,081,4,1608,126500,11432.0,1265
2185,683.0,081,4,3991,068300,11373.0,683
2186,717.02,081,4,3836,071702,11374.0,71702
2187,277.05,085,5,5754,027705,10314.0,27705
2188,277.06,085,5,3658,027706,10314.0,27706
2189,156.01,061,1,5557,015601,10128.0,15601
2190,156.02,061,1,2617,015602,10029.0,15602
2191,156.02,061,1,2617,015602,10128.0,15602
2192,231.0,061,1,6760,023100,10031.0,231
2193,231.0,061,1,6760,023100,10039.0,231
2194,146.01,061,1,4468,014601,10028.0,14601
2195,146.02,061,1,7330,014602,10028.0,14602
2196,146.02,061,1,7330,014602,10128.0,14602
2197,179.0,081,4,967,017900,11101.0,179
2198,179.0,081,4,967,017900,11104.0,179
2199,211.0,061,1,10050,021100,10024.0,211
2200,211.0,061,1,10050,021100,10027.0,211
2201,38.0,047,3,1506,003800,11209.0,38
2202,475.0,081,4,3982,047500,11373.0,475
2203,84.0,047,3,3895,008400,11232.0,84
2204,687.0,081,4,4401,068700,11373.0,687
2205,687.0,081,4,4401,068700,11374.0,687
2206,146.08,085,5,3617,014608,10308.0,14608
2207,65.0,047,3,5874,006500,11231.0,65
2208,143.0,047,3,3631,014300,11215.0,143
2209,143.0,047,3,3631,014300,11232.0,143
2210,24.0,061,1,4275,002400,10002.0,24
2211,24.0,061,1,4275,002400,10009.0,24
2212,7.0,061,1,8881,000700,10004.0,7
2213,7.0,061,1,8881,000700,10005.0,7
2214,7.0,061,1,8881,000700,10271.0,7
2215,138.0,005,2,2480,013800,10465.0,138
2216,562.0,081,4,1691,056200,11426.0,562
2217,562.0,081,4,1691,056200,11428.0,562
2218,219.0,061,1,6469,021900,10027.0,219
2219,219.0,061,1,6469,021900,10031.0,219
2220,223.02,061,1,3405,022302,10027.0,22302
2221,223.02,061,1,3405,022302,10031.0,22302
2222,56.02,047,3,1608,005602,11209.0,5602
2223,132.03,085,5,5744,013203,10306.0,13203
2224,132.03,085,5,5744,013203,10308.0,13203
2225,663.0,081,4,2605,066300,11379.0,663
2226,665.01,081,4,3891,066501,11379.0,66501
2227,88.0,047,3,3042,008800,11232.0,88
2228,1621.0,081,4,7003,162100,11426.0,1621
2229,1621.0,081,4,7003,162100,11427.0,1621
2230,1621.0,081,4,7003,162100,11428.0,1621
2231,499.0,081,4,5490,049900,11373.0,499
2232,507.0,081,4,4192,050700,11373.0,507
2233,507.0,081,4,4192,050700,11379.0,507
2234,618.0,081,4,1842,061800,11413.0,618
2235,618.0,081,4,1842,061800,11422.0,618
2236,632.0,081,4,2705,063200,11413.0,632
2237,632.0,081,4,2705,063200,11422.0,632
2238,616.02,081,4,1253,061602,11422.0,61602
2239,105.0,081,4,4091,010500,11105.0,105
2240,638.0,081,4,3853,063800,11422.0,638
2241,11.0,047,3,1237,001100,11201.0,11
2242,15.0,047,3,7391,001500,11201.0,15
2243,307.01,005,2,5580,030701,10463.0,30701
2244,307.01,005,2,5580,030701,10471.0,30701
2245,1551.01,081,4,1762,155101,11005.0,155101
2246,451.01,005,2,1537,045101,10470.0,45101
2247,223.0,085,5,2684,022300,10303.0,223
2248,231.0,085,5,4590,023100,10303.0,231
2249,916.02,081,4,0,091602,11697.0,91602
2250,539.0,047,3,2564,053900,11249.0,539
2251,545.0,047,3,8252,054500,11249.0,545
2252,319.0,005,2,636,031900,10471.0,319
2253,297.0,005,2,3791,029700,10463.0,297
2254,972.03,081,4,7002,097203,11691.0,97203
2255,972.03,081,4,7002,097203,11692.0,97203
2256,1008.02,081,4,8954,100802,11691.0,100802
2257,991.0,081,4,7051,099100,11357.0,991
2258,997.05,081,4,2790,099705,11359.0,99705
2259,997.05,081,4,2790,099705,11360.0,99705
2260,992.0,081,4,4146,099200,11691.0,992
2261,458.0,081,4,2299,045800,11432.0,458
2262,40.01,081,4,2422,004001,11416.0,4001
2263,40.01,081,4,2422,004001,11417.0,4001
2264,466.0,081,4,3786,046600,11432.0,466
2265,849.0,081,4,7147,084900,11354.0,849
2266,849.0,081,4,7147,084900,11355.0,849
2267,332.02,005,2,4334,033202,10467.0,33202
2268,1132.0,047,3,1956,113200,11207.0,1132
2269,1132.0,047,3,1956,113200,11212.0,1132
2270,918.0,047,3,2531,091800,11212.0,918
2271,920.0,047,3,3083,092000,11207.0,920
2272,920.0,047,3,3083,092000,11212.0,920
2273,245.0,081,4,5608,024500,11377.0,245
2274,244.02,085,5,4630,024402,10307.0,24402
2275,244.02,085,5,4630,024402,10309.0,24402
2276,333.0,047,3,4531,033300,11213.0,333
2277,333.0,047,3,4531,033300,11225.0,333
2278,641.02,081,4,0,064102,11375.0,64102
2279,641.02,081,4,0,064102,11385.0,64102
2280,814.0,081,4,4155,081400,11420.0,814
2281,757.02,081,4,4178,075702,11375.0,75702
2282,172.0,047,3,3360,017200,11214.0,172
2283,172.0,047,3,3360,017200,11228.0,172
2284,184.0,047,3,2993,018400,11214.0,184
2285,184.0,047,3,2993,018400,11228.0,184
2286,306.0,081,4,4827,030600,11430.0,306
2287,306.0,081,4,4827,030600,11434.0,306
2288,203.0,061,1,3338,020300,10027.0,203
2289,792.0,081,4,2881,079200,11436.0,792
2290,245.01,005,2,5601,024501,10453.0,24501
2291,497.0,047,3,2786,049700,11211.0,497
2292,497.0,047,3,2786,049700,11222.0,497
2293,964.0,081,4,5640,096400,11692.0,964
2294,243.0,081,4,5963,024300,11377.0,243
2295,515.0,081,4,2881,051500,11377.0,515
2296,515.0,081,4,2881,051500,11378.0,515
2297,1078.0,047,3,4068,107800,11207.0,1078
2298,1078.0,047,3,4068,107800,11208.0,1078
2299,319.0,047,3,3412,031900,11213.0,319
2300,319.0,047,3,3412,031900,11225.0,319
2301,135.0,061,1,7924,013500,10019.0,135
2302,139.0,061,1,9600,013900,10019.0,139
2303,198.0,085,5,6552,019800,10309.0,198
2304,198.0,085,5,6552,019800,10312.0,198
2305,1070.0,047,3,1724,107000,11207.0,1070
2306,1070.0,047,3,1724,107000,11208.0,1070
2307,1070.0,047,3,1724,107000,11239.0,1070
2308,317.03,061,1,5644,031703,10280.0,31703
2309,317.03,061,1,5644,031703,10281.0,31703
2310,317.03,061,1,5644,031703,10282.0,31703
2311,171.0,081,4,0,017100,11101.0,171
2312,171.0,081,4,0,017100,11104.0,171
2313,255.0,081,4,1410,025500,11377.0,255
2314,257.0,005,2,1941,025700,10453.0,257
2315,257.0,005,2,1941,025700,10468.0,257
2316,1.0,005,2,7411,000100,11370.0,1
2317,163.0,061,1,7157,016300,10023.0,163
2318,163.0,061,1,7157,016300,10024.0,163
2319,133.0,061,1,5038,013300,10019.0,133
2320,205.0,061,1,5020,020500,10025.0,205
2321,205.0,061,1,5020,020500,10027.0,205
2322,5.0,061,1,0,000500,10004.0,5
2323,367.0,081,4,2567,036700,11369.0,367
2324,365.0,081,4,3650,036500,11368.0,365
2325,365.0,081,4,3650,036500,11369.0,365
2326,21.0,061,1,6863,002100,10007.0,21
2327,21.0,061,1,6863,002100,10013.0,21
2328,127.0,061,1,6403,012700,10019.0,127
2329,127.0,061,1,6403,012700,10036.0,127
2330,129.0,061,1,6294,012900,10019.0,129
2331,129.0,061,1,6294,012900,10036.0,129
2332,76.0,061,1,2055,007600,10001.0,76
2333,76.0,061,1,2055,007600,10118.0,76
2334,95.0,061,1,3471,009500,10001.0,95
2335,101.0,061,1,1225,010100,10001.0,101
2336,101.0,061,1,1225,010100,10120.0,101
2337,101.0,061,1,1225,010100,10121.0,101
2338,20.01,085,5,2648,002001,10305.0,2001
2339,20.02,085,5,3467,002002,10305.0,2002
2340,187.01,085,5,1898,018701,10314.0,18701
2341,212.0,061,1,4615,021200,10037.0,212
2342,291.04,085,5,7715,029104,10314.0,29104
2343,323.0,085,5,1136,032300,10303.0,323
2344,189.0,061,1,12236,018900,10025.0,189
2345,934.01,081,4,3596,093401,11694.0,93401
2346,934.02,081,4,4343,093402,11694.0,93402
2347,228.0,061,1,6327,022800,10030.0,228
2348,228.0,061,1,6327,022800,10037.0,228
2349,36.01,061,1,3522,003601,10002.0,3601
2350,43.0,061,1,4225,004300,10012.0,43
2351,59.0,061,1,5634,005900,10003.0,59
2352,59.0,061,1,5634,005900,10012.0,59
2353,161.0,061,1,6168,016100,10023.0,161
2354,161.0,061,1,6168,016100,10024.0,161
2355,327.0,047,3,2485,032700,11225.0,327
2356,170.1,085,5,8886,017010,10312.0,17010
2357,208.01,085,5,9382,020801,10309.0,20801
2358,208.01,085,5,9382,020801,10312.0,20801
2359,39.0,085,5,2431,003900,10301.0,39
2360,47.0,085,5,3127,004700,10301.0,47
2361,47.0,085,5,3127,004700,10304.0,47
2362,235.02,061,1,2022,023502,10039.0,23502
2363,236.0,061,1,7133,023600,10039.0,236
2364,170.05,085,5,5082,017005,10312.0,17005
2365,176.0,085,5,4729,017600,10312.0,176
2366,972.02,081,4,3226,097202,11691.0,97202
2367,972.02,081,4,3226,097202,11692.0,97202
2368,972.04,081,4,3741,097204,11691.0,97204
2369,972.04,081,4,3741,097204,11692.0,97204
2370,210.0,061,1,7628,021000,10037.0,210
2371,207.01,061,1,3181,020701,10027.0,20701
2372,25.0,061,1,5171,002500,10002.0,25
2373,25.0,061,1,5171,002500,10038.0,25
2374,309.0,005,2,3582,030900,10463.0,309
2375,309.0,005,2,3582,030900,10471.0,309
2376,323.0,005,2,4423,032300,10471.0,323
2377,378.0,005,2,3260,037800,10467.0,378
2378,158.01,061,1,5598,015801,10128.0,15801
2379,435.0,005,2,165,043500,10463.0,435
2380,435.0,005,2,165,043500,10467.0,435
2381,435.0,005,2,165,043500,10470.0,435
2382,303.0,061,1,5113,030300,10034.0,303
2383,118.0,005,2,5220,011800,10465.0,118
2384,13.0,061,1,4805,001300,10004.0,13
2385,13.0,061,1,4805,001300,10006.0,13
2386,13.0,061,1,4805,001300,10007.0,13
2387,922.0,047,3,2578,092200,11212.0,922
2388,922.0,047,3,2578,092200,11236.0,922
2389,132.0,005,2,7202,013200,10465.0,132
2390,189.01,085,5,4931,018901,10314.0,18901
2391,251.0,085,5,6220,025100,10302.0,251
2392,251.0,085,5,6220,025100,10314.0,251
2393,317.04,061,1,10241,031704,10004.0,31704
2394,317.04,061,1,10241,031704,10280.0,31704
2395,317.04,061,1,10241,031704,10281.0,31704
2396,10.01,061,1,1382,001001,10002.0,1001
2397,547.0,047,3,4903,054700,11211.0,547
2398,547.0,047,3,4903,054700,11249.0,547
2399,10.02,061,1,5707,001002,10002.0,1002
2400,163.0,047,3,3225,016300,11238.0,163
2401,173.0,085,5,2599,017300,10314.0,173
2402,251.0,061,1,2809,025100,10032.0,251
2403,1098.0,047,3,2254,109800,11207.0,1098
2404,1098.0,047,3,2254,109800,11212.0,1098
2405,1098.0,047,3,2254,109800,11236.0,1098
2406,169.01,085,5,3199,016901,10301.0,16901
2407,169.01,085,5,3199,016901,10305.0,16901
2408,169.01,085,5,3199,016901,10314.0,16901
2409,773.0,081,4,2204,077300,11415.0,773
2410,773.0,081,4,2204,077300,11418.0,773
2411,775.0,081,4,2252,077500,11415.0,775
2412,775.0,081,4,2252,077500,11418.0,775
2413,134.0,081,4,5719,013400,11415.0,134
2414,134.0,081,4,5719,013400,11418.0,134
2415,40.02,081,4,1764,004002,11417.0,4002
2416,90.0,005,2,3877,009000,10465.0,90
2417,90.0,005,2,3877,009000,10473.0,90
2418,797.02,081,4,4877,079702,11355.0,79702
2419,837.0,081,4,5640,083700,11355.0,837
2420,837.0,081,4,5640,083700,11367.0,837
2421,110.0,005,2,113,011000,10465.0,110
2422,293.02,005,2,5838,029302,10463.0,29302
2423,38.0,061,1,8418,003800,10003.0,38
2424,132.0,081,4,2456,013200,11415.0,132
2425,132.0,081,4,2456,013200,11418.0,132
2426,8.0,061,1,9363,000800,10002.0,8
2427,8.0,061,1,9363,000800,10038.0,8
2428,265.0,061,1,8178,026500,10032.0,265
2429,265.0,061,1,8178,026500,10033.0,265
2430,275.0,061,1,3579,027500,10032.0,275
2431,275.0,061,1,3579,027500,10033.0,275
2432,275.0,061,1,3579,027500,10040.0,275
2433,170.12,085,5,4526,017012,10312.0,17012
2434,8.0,085,5,5843,000800,10304.0,8
2435,8.0,085,5,5843,000800,10305.0,8
2436,9.0,061,1,1736,000900,10004.0,9
2437,9.0,061,1,1736,000900,10005.0,9
2438,2.02,061,1,7789,000202,10002.0,202
2439,319.0,061,1,0,031900,10004.0,319
2440,543.0,047,3,347,054300,11201.0,543
2441,543.0,047,3,347,054300,11205.0,543
2442,543.0,047,3,347,054300,11249.0,543
2443,543.0,047,3,347,054300,11251.0,543
2444,154.0,061,1,15218,015400,10128.0,154
2445,757.01,081,4,5181,075701,11375.0,75701
2446,137.0,061,1,6213,013700,10019.0,137
2447,137.0,061,1,6213,013700,10105.0,137
2448,137.0,061,1,6213,013700,10106.0,137
2449,145.0,061,1,5858,014500,10019.0,145
2450,145.0,061,1,5858,014500,10023.0,145
2451,279.0,061,1,12283,027900,10033.0,279
2452,279.0,061,1,12283,027900,10040.0,279
2453,287.0,061,1,4069,028700,10033.0,287
2454,287.0,061,1,4069,028700,10034.0,287
2455,287.0,061,1,4069,028700,10040.0,287
2456,63.0,061,1,6728,006300,10011.0,63
2457,57.0,061,1,2766,005700,10003.0,57
2458,189.0,005,2,8518,018900,10452.0,189
2459,197.02,061,1,2460,019702,10026.0,19702
2460,360.01,047,3,3090,036001,11235.0,36001
2461,122.0,085,5,3753,012200,10306.0,122
2462,6.0,061,1,10890,000600,10002.0,6
2463,67.0,085,5,2650,006700,10301.0,67
2464,67.0,085,5,2650,006700,10310.0,67
2465,255.0,047,3,5569,025500,11206.0,255
2466,181.0,085,5,3038,018100,10304.0,181
2467,181.0,085,5,3038,018100,10306.0,181
2468,181.0,085,5,3038,018100,10308.0,181
2469,181.0,085,5,3038,018100,10314.0,181
2470,285.0,005,2,3377,028500,10463.0,285
2471,285.0,005,2,3377,028500,10471.0,285
2472,167.0,047,3,5800,016700,11215.0,167
2473,299.0,061,1,4348,029900,10034.0,299
2474,97.0,085,5,4526,009700,10301.0,97
2475,97.0,085,5,4526,009700,10310.0,97
2476,910.0,047,3,4876,091000,11207.0,910
2477,910.0,047,3,4876,091000,11212.0,910
2478,912.0,047,3,6039,091200,11212.0,912
2479,62.02,081,4,7014,006202,11208.0,6202
2480,62.02,081,4,7014,006202,11414.0,6202
2481,62.02,081,4,7014,006202,11417.0,6202
2482,1144.0,047,3,2452,114400,11207.0,1144
2483,1158.0,047,3,2938,115800,11207.0,1158
2484,1237.0,047,3,6300,123700,11205.0,1237
2485,1220.0,047,3,6169,122000,11208.0,1220
2486,1220.0,047,3,6169,122000,11414.0,1220
2487,147.01,005,2,7637,014701,10456.0,14701
2488,2.01,061,1,2730,000201,10002.0,201
2489,14.01,061,1,3095,001401,10002.0,1401
2490,295.0,005,2,4614,029500,10463.0,295
2491,335.0,005,2,2112,033500,10463.0,335
2492,335.0,005,2,2112,033500,10471.0,335
2493,71.0,005,2,2702,007100,10451.0,71
2494,71.0,005,2,2702,007100,10455.0,71
2495,71.0,005,2,2702,007100,10456.0,71
2496,484.0,005,2,4244,048400,10466.0,484
2497,462.01,005,2,28937,046201,10475.0,46201
2498,177.0,047,3,0,017700,11225.0,177
2499,177.0,047,3,0,017700,11226.0,177
2500,177.0,047,3,0,017700,11238.0,177
2501,504.0,047,3,4626,050400,11218.0,504
2502,159.0,047,3,5161,015900,11215.0,159
2503,159.0,047,3,5161,015900,11217.0,159
2504,159.0,047,3,5161,015900,11238.0,159
2505,207.0,047,3,4708,020700,11238.0,207
2506,393.0,047,3,3675,039300,11221.0,393
2507,395.0,047,3,4422,039500,11221.0,395
2508,696.01,047,3,3677,069601,11234.0,69601
2509,36.0,081,4,3748,003600,11416.0,36
2510,42.0,081,4,4665,004200,11416.0,42
2511,742.0,047,3,3326,074200,11210.0,742
2512,774.0,047,3,3539,077400,11210.0,774
2513,229.0,047,3,3862,022900,11216.0,229
2514,229.0,047,3,3862,022900,11238.0,229
2515,231.0,047,3,3376,023100,11238.0,231
2516,283.0,005,2,2927,028300,10463.0,283
2517,289.0,005,2,4646,028900,10463.0,289
2518,32.0,061,1,7939,003200,10009.0,32
2519,34.0,047,3,3022,003400,11209.0,34
2520,34.0,047,3,3022,003400,11220.0,34
2521,1529.02,081,4,4926,152902,11362.0,152902
2522,1551.02,081,4,9044,155102,11004.0,155102
2523,1551.02,081,4,9044,155102,11040.0,155102
2524,1551.02,081,4,9044,155102,11426.0,155102
2525,112.01,085,5,6007,011201,10305.0,11201
2526,112.01,085,5,6007,011201,10306.0,11201
2527,114.01,085,5,2848,011401,10304.0,11401
2528,114.01,085,5,2848,011401,10305.0,11401
2529,114.01,085,5,2848,011401,10306.0,11401
2530,50.0,085,5,4105,005000,10304.0,50
2531,50.0,085,5,4105,005000,10305.0,50
2532,75.0,047,3,4700,007500,11217.0,75
2533,75.0,047,3,4700,007500,11231.0,75
2534,45.0,061,1,1005,004500,10012.0,45
2535,45.0,061,1,1005,004500,10013.0,45
2536,220.0,005,2,2410,022000,10460.0,220
2537,220.0,005,2,2410,022000,10462.0,220
2538,27.0,061,1,1417,002700,10038.0,27
2539,29.0,061,1,6869,002900,10007.0,29
2540,29.0,061,1,6869,002900,10013.0,29
2541,29.0,061,1,6869,002900,10038.0,29
2542,55.02,061,1,2245,005502,10003.0,5502
2543,55.02,061,1,2245,005502,10012.0,5502
2544,504.0,005,2,143,050400,10464.0,504
2545,24.0,005,2,130,002400,10473.0,24
2546,28.0,005,2,5423,002800,10473.0,28
2547,29.01,047,3,4289,002901,11201.0,2901
2548,29.01,047,3,4289,002901,11205.0,2901
2549,185.01,047,3,4951,018501,11205.0,18501
2550,18.0,047,3,2022,001800,11220.0,18
2551,18.0,047,3,2022,001800,11231.0,18
2552,18.0,047,3,2022,001800,11232.0,18
2553,115.02,005,2,4568,011502,10459.0,11502
2554,115.02,005,2,4568,011502,10474.0,11502
2555,93.0,005,2,6424,009300,10455.0,93
2556,93.0,005,2,6424,009300,10474.0,93
2557,77.0,047,3,5105,007700,11231.0,77
2558,117.0,005,2,1616,011700,10474.0,117
2559,213.03,061,1,5850,021303,10027.0,21303
2560,213.03,061,1,5850,021303,10031.0,21303
2561,217.03,061,1,9,021703,10027.0,21703
2562,217.03,061,1,9,021703,10031.0,21703
2563,347.0,081,4,3470,034700,11369.0,347
2564,7.0,081,4,6132,000700,11101.0,7
2565,119.0,047,3,1529,011900,11215.0,119
2566,119.0,047,3,1529,011900,11217.0,119
2567,119.0,047,3,1529,011900,11232.0,119
2568,929.0,081,4,6536,092900,11356.0,929
2569,2.0,005,2,5058,000200,10473.0,2
2570,244.01,085,5,6622,024401,10307.0,24401
2571,244.01,085,5,6622,024401,10309.0,24401
2572,371.0,081,4,1404,037100,11369.0,371
2573,68.0,061,1,7684,006800,10010.0,68
2574,68.0,061,1,7684,006800,10016.0,68
2575,4.0,005,2,5944,000400,10473.0,4
2576,373.0,081,4,2586,037300,11368.0,373
2577,373.0,081,4,2586,037300,11369.0,373
2578,177.0,061,1,9513,017700,10024.0,177
2579,177.0,061,1,9513,017700,10025.0,177
2580,939.0,081,4,5042,093900,11356.0,939
2581,320.0,081,4,5097,032000,11413.0,320
2582,320.0,081,4,5097,032000,11434.0,320
2583,44.0,047,3,2373,004400,11209.0,44
2584,46.0,047,3,1378,004600,11209.0,46
2585,50.0,047,3,2369,005000,11209.0,50
2586,181.0,061,1,9579,018100,10025.0,181
2587,170.07,085,5,5564,017007,10309.0,17007
2588,170.07,085,5,5564,017007,10312.0,17007
2589,170.08,085,5,7720,017008,10312.0,17008
2590,185.0,061,1,5135,018500,10025.0,185
2591,281.0,061,1,3208,028100,10033.0,281
2592,281.0,061,1,3208,028100,10040.0,281
2593,66.0,061,1,10946,006600,10010.0,66
2594,66.0,061,1,10946,006600,10016.0,66
2595,118.0,061,1,8604,011800,10021.0,118
2596,118.0,061,1,8604,011800,10065.0,118
2597,126.0,061,1,12920,012600,10021.0,126
2598,144.01,061,1,5346,014401,10028.0,14401
2599,168.0,061,1,4770,016800,10029.0,168
2600,20.0,061,1,4920,002000,10002.0,20
2601,20.0,061,1,4920,002000,10009.0,20
2602,26.01,061,1,3934,002601,10009.0,2601
2603,187.0,061,1,8660,018700,10025.0,187
2604,191.0,061,1,9834,019100,10025.0,191
2605,222.0,061,1,3323,022200,10027.0,222
2606,30.02,061,1,2972,003002,10002.0,3002
2607,30.02,061,1,2972,003002,10009.0,3002
2608,36.02,061,1,2903,003602,10002.0,3602
2609,36.02,061,1,2903,003602,10003.0,3602
2610,242.0,061,1,4421,024200,10035.0,242
2611,242.0,061,1,4421,024200,10037.0,242
2612,208.03,085,5,6927,020803,10309.0,20803
2613,226.0,085,5,8080,022600,10304.0,226
2614,226.0,085,5,8080,022600,10309.0,226
2615,248.0,085,5,4954,024800,10307.0,248
2616,248.0,085,5,4954,024800,10309.0,248
2617,52.01,047,3,1662,005201,11209.0,5201
2618,52.02,047,3,2424,005202,11209.0,5202
2619,243.01,061,1,4419,024301,10032.0,24301
2620,243.02,061,1,7649,024302,10032.0,24302
2621,243.02,061,1,7649,024302,10039.0,24302
2622,99.0,061,1,5733,009900,10001.0,99
2623,99.0,061,1,5733,009900,10011.0,99
2624,99.0,061,1,5733,009900,10018.0,99
2625,117.0,061,1,3942,011700,10018.0,117
2626,117.0,061,1,3942,011700,10036.0,117
2627,1192.0,047,3,3028,119200,11208.0,1192
2628,664.0,081,4,9266,066400,11413.0,664
2629,664.0,081,4,9266,066400,11422.0,664
2630,664.0,081,4,9266,066400,11430.0,664
2631,365.01,005,2,4079,036501,10460.0,36501
2632,194.0,005,2,2291,019400,10461.0,194
2633,194.0,005,2,2291,019400,10462.0,194
2634,194.0,005,2,2291,019400,10465.0,194
2635,264.0,005,2,5519,026400,10461.0,264
2636,1459.0,081,4,2788,145900,11358.0,1459
2637,1207.0,081,4,2937,120700,11358.0,1207
2638,1207.0,081,4,2937,120700,11365.0,1207
2639,237.0,061,1,7721,023700,10031.0,237
2640,237.0,061,1,7721,023700,10032.0,237
2641,1417.0,081,4,5102,141700,11358.0,1417
2642,1417.0,081,4,5102,141700,11365.0,1417
2643,96.01,085,5,3984,009601,10304.0,9601
2644,96.01,085,5,3984,009601,10305.0,9601
2645,177.0,085,5,6293,017700,10301.0,177
2646,177.0,085,5,6293,017700,10304.0,177
2647,177.0,085,5,6293,017700,10314.0,177
2648,241.0,061,1,8613,024100,10031.0,241
2649,241.0,061,1,8613,024100,10032.0,241
2650,56.01,047,3,2302,005601,11209.0,5601
2651,18.0,085,5,572,001800,10305.0,18
2652,144.02,061,1,7466,014402,10028.0,14402
2653,144.02,061,1,7466,014402,10128.0,14402
2654,152.0,061,1,7644,015200,10128.0,152
2655,26.02,061,1,4207,002602,10009.0,2602
2656,33.0,061,1,5415,003300,10007.0,33
2657,33.0,061,1,5415,003300,10013.0,33
2658,39.0,061,1,5621,003900,10013.0,39
2659,188.0,061,1,6009,018800,10029.0,188
