,ct2010,county,boro_code,population,tract,zipcode,tract2010
2660,188.0,061,1,6009,018800,10035.0,188
2661,194.0,061,1,6703,019400,10035.0,194
2662,216.0,061,1,8282,021600,10026.0,216
2663,201.02,061,1,4454,020102,10026.0,20102
2664,218.0,061,1,7337,021800,10026.0,218
2665,185.0,005,2,8449,018500,10451.0,185
2666,185.0,005,2,8449,018500,10456.0,185
2667,41.0,005,2,5946,004100,10454.0,41
2668,19.0,005,2,2817,001900,10454.0,19
2669,19.0,005,2,2817,001900,10455.0,19
2670,83.0,005,2,6575,008300,10455.0,83
2671,85.0,005,2,6587,008500,10455.0,85
2672,85.0,005,2,6587,008500,10459.0,85
2673,383.01,005,2,4842,038301,10457.0,38301
2674,383.01,005,2,4842,038301,10458.0,38301
2675,237.02,005,2,1203,023702,10458.0,23702
2676,51.0,005,2,5721,005100,10451.0,51
2677,51.0,005,2,5721,005100,10454.0,51
2678,65.0,005,2,5471,006500,10451.0,65
2679,65.0,005,2,5471,006500,10455.0,65
2680,241.0,005,2,6378,024100,10453.0,241
2681,87.0,061,1,6815,008700,10010.0,87
2682,87.0,061,1,6815,008700,10011.0,87
2683,91.0,061,1,6662,009100,10001.0,91
2684,91.0,061,1,6662,009100,10010.0,91
2685,91.0,061,1,6662,009100,10011.0,91
2686,52.0,061,1,3642,005200,10003.0,52
2687,52.0,061,1,3642,005200,10010.0,52
2688,54.0,061,1,4570,005400,10010.0,54
2689,54.0,061,1,4570,005400,10011.0,54
2690,157.0,061,1,9847,015700,10023.0,157
2691,153.0,061,1,9724,015300,10023.0,153
2692,155.0,061,1,9882,015500,10023.0,155
2693,155.0,061,1,9882,015500,10069.0,155
2694,167.0,061,1,6400,016700,10024.0,167
2695,232.0,061,1,8512,023200,10030.0,232
2696,232.0,061,1,8512,023200,10037.0,232
2697,232.0,061,1,8512,023200,10039.0,232
2698,259.0,061,1,3635,025900,10030.0,259
2699,259.0,061,1,3635,025900,10039.0,259
2700,221.02,061,1,2594,022102,10030.0,22102
2701,230.0,061,1,9129,023000,10030.0,230
2702,230.0,061,1,9129,023000,10037.0,230
2703,230.0,061,1,9129,023000,12345.0,230
2704,165.0,005,2,996,016500,10457.0,165
2705,151.0,005,2,5086,015100,10456.0,151
2706,151.0,005,2,5086,015100,10459.0,151
2707,153.0,005,2,4847,015300,10456.0,153
2708,153.0,005,2,4847,015300,10459.0,153
2709,153.0,005,2,4847,015300,10460.0,153
2710,171.0,061,1,8942,017100,10024.0,171
2711,148.02,061,1,7000,014802,10028.0,14802
2712,148.02,061,1,7000,014802,10128.0,14802
2713,253.0,061,1,13415,025300,10032.0,253
2714,173.0,005,2,5615,017300,10451.0,173
2715,173.0,005,2,5615,017300,10456.0,173
2716,183.01,005,2,3971,018301,10451.0,18301
2717,183.01,005,2,3971,018301,10456.0,18301
2718,183.02,005,2,3589,018302,10451.0,18302
2719,183.02,005,2,3589,018302,10456.0,18302
2720,181.02,005,2,6247,018102,10456.0,18102
2721,181.01,005,2,2973,018101,10456.0,18101
2722,271.0,061,1,9743,027100,10033.0,271
2723,273.0,061,1,7007,027300,10033.0,273
2724,273.0,061,1,7007,027300,10040.0,273
2725,295.0,061,1,8573,029500,10034.0,295
2726,297.0,061,1,17,029700,10034.0,297
2727,25.0,005,2,5760,002500,10454.0,25
2728,39.0,005,2,6473,003900,10454.0,39
2729,40.0,061,1,8667,004000,10003.0,40
2730,42.0,061,1,5197,004200,10003.0,42
2731,61.0,061,1,4824,006100,10003.0,61
2732,69.0,061,1,2568,006900,10014.0,69
2733,239.0,005,2,7547,023900,10453.0,239
2734,239.0,005,2,7547,023900,10468.0,239
2735,27.01,005,2,2958,002701,10454.0,2701
2736,27.02,005,2,4538,002702,10454.0,2702
2737,177.01,005,2,4857,017701,10456.0,17701
2738,77.0,061,1,5991,007700,10011.0,77
2739,77.0,061,1,5991,007700,10014.0,77
2740,81.0,061,1,8045,008100,10011.0,81
2741,383.02,005,2,6034,038302,10457.0,38302
2742,383.02,005,2,6034,038302,10458.0,38302
2743,175.0,061,1,10500,017500,10024.0,175
2744,179.0,061,1,9115,017900,10024.0,179
2745,179.0,061,1,9115,017900,10025.0,179
2746,71.0,061,1,6000,007100,10011.0,71
2747,71.0,061,1,6000,007100,10014.0,71
2748,397.0,005,2,3939,039700,10458.0,397
2749,143.0,061,1,4,014300,10065.0,143
2750,173.0,061,1,8226,017300,10024.0,173
2751,399.02,005,2,5375,039902,10458.0,39902
2752,413.0,005,2,7897,041300,10458.0,413
2753,419.0,005,2,7238,041900,10467.0,419
2754,415.0,005,2,6238,041500,10458.0,415
2755,425.0,005,2,5940,042500,10458.0,425
2756,425.0,005,2,5940,042500,10467.0,425
2757,56.0,005,2,2608,005600,10472.0,56
2758,62.0,005,2,7268,006200,10472.0,62
2759,37.0,005,2,292,003700,10454.0,37
2760,37.0,005,2,292,003700,10455.0,37
2761,43.0,005,2,6190,004300,10454.0,43
2762,43.0,005,2,6190,004300,10455.0,43
2763,227.01,005,2,5702,022701,10452.0,22701
2764,227.01,005,2,5702,022701,10453.0,22701
2765,233.01,005,2,3919,023301,10453.0,23301
2766,179.01,005,2,5071,017901,10456.0,17901
2767,197.0,005,2,7489,019700,10452.0,197
2768,387.0,005,2,3630,038700,10458.0,387
2769,389.0,005,2,6040,038900,10458.0,389
2770,373.0,005,2,5858,037300,10457.0,373
2771,391.0,005,2,7089,039100,10457.0,391
2772,391.0,005,2,7089,039100,10458.0,391
2773,60.0,005,2,1328,006000,10460.0,60
2774,60.0,005,2,1328,006000,10472.0,60
2775,401.0,081,4,7637,040100,11368.0,401
2776,195.0,061,1,7207,019500,10025.0,195
2777,199.0,061,1,8854,019900,10025.0,199
2778,711.0,081,4,6660,071100,11374.0,711
2779,711.0,081,4,6660,071100,11375.0,711
2780,723.0,081,4,1902,072300,11375.0,723
2781,737.0,081,4,1803,073700,11375.0,737
2782,133.0,005,2,5934,013300,10456.0,133
2783,133.0,005,2,5934,013300,10459.0,133
2784,135.0,005,2,3717,013500,10456.0,135
2785,135.0,005,2,3717,013500,10459.0,135
2786,229.02,005,2,3537,022902,10457.0,22902
2787,356.0,005,2,2400,035600,10469.0,356
2788,462.02,005,2,9690,046202,10469.0,46202
2789,462.02,005,2,9690,046202,10475.0,46202
2790,371.0,005,2,4308,037100,10457.0,371
2791,371.0,005,2,4308,037100,10460.0,371
2792,393.0,005,2,9292,039300,10457.0,393
2793,393.0,005,2,9292,039300,10458.0,393
2794,393.0,005,2,9292,039300,10460.0,393
2795,666.0,047,3,0,066600,11229.0,666
2796,666.0,047,3,0,066600,11234.0,666
2797,666.0,047,3,0,066600,11235.0,666
2798,918.0,081,4,3,091800,11694.0,918
2799,918.0,081,4,3,091800,11695.0,918
2800,303.01,085,5,4803,030301,10303.0,30301
2801,303.01,085,5,4803,030301,10314.0,30301
2802,1190.0,047,3,2709,119000,11208.0,1190
2803,303.02,085,5,6560,030302,10303.0,30302
2804,303.02,085,5,6560,030302,10314.0,30302
2805,207.0,085,5,5372,020700,10302.0,207
2806,207.0,085,5,5372,020700,10303.0,207
2807,207.0,085,5,5372,020700,10310.0,207
2808,326.0,047,3,7191,032600,11224.0,326
2809,7.0,085,5,6051,000700,10301.0,7
2810,81.0,085,5,4501,008100,10301.0,81
2811,81.0,085,5,4501,008100,10310.0,81
2812,189.02,085,5,5513,018902,10314.0,18902
2813,610.04,047,3,6556,061004,11235.0,61004
2814,612.0,047,3,990,061200,11235.0,612
2815,5.02,047,3,2756,000502,11201.0,502
2816,555.0,047,3,6431,055500,11249.0,555
2817,1178.0,047,3,1892,117800,11208.0,1178
2818,224.01,005,2,2625,022401,10462.0,22401
2819,138.0,085,5,6442,013800,10306.0,138
2820,942.01,081,4,3242,094201,11693.0,94201
2821,942.01,081,4,3242,094201,11694.0,94201
2822,942.03,081,4,6505,094203,11692.0,94203
2823,942.03,081,4,6505,094203,11693.0,94203
2824,36.0,085,5,2769,003600,10305.0,36
2825,40.0,085,5,12211,004000,10304.0,40
2826,282.0,081,4,1883,028200,11434.0,282
2827,334.01,081,4,3645,033401,11434.0,33401
2828,464.0,047,3,2929,046400,11204.0,464
2829,464.0,047,3,2929,046400,11230.0,464
2830,474.0,047,3,2717,047400,11204.0,474
2831,654.0,081,4,3289,065400,11422.0,654
2832,680.0,081,4,5443,068000,11413.0,680
2833,1032.02,081,4,8014,103202,11691.0,103202
2834,128.05,085,5,2570,012805,10306.0,12805
2835,886.0,047,3,4393,088600,11212.0,886
2836,888.0,047,3,3931,088800,11212.0,888
2837,888.0,047,3,3931,088800,11236.0,888
2838,769.01,081,4,4132,076901,11375.0,76901
2839,769.02,081,4,1221,076902,11375.0,76902
2840,128.04,085,5,4133,012804,10306.0,12804
2841,128.06,085,5,5658,012806,10306.0,12806
2842,13.0,047,3,2401,001300,11201.0,13
2843,47.0,047,3,2025,004700,11201.0,47
2844,47.0,047,3,2025,004700,11231.0,47
2845,51.0,047,3,2523,005100,11231.0,51
2846,549.0,047,3,3806,054900,11211.0,549
2847,549.0,047,3,3806,054900,11249.0,549
2848,551.0,047,3,5728,055100,11211.0,551
2849,551.0,047,3,5728,055100,11249.0,551
2850,449.0,047,3,3034,044900,11211.0,449
2851,449.0,047,3,3034,044900,11222.0,449
2852,449.0,047,3,3034,044900,11237.0,449
2853,593.0,047,3,2135,059300,11222.0,593
2854,97.0,061,1,5233,009700,10001.0,97
2855,103.0,061,1,1674,010300,10001.0,103
2856,156.02,085,5,3378,015602,10312.0,15602
2857,170.11,085,5,4547,017011,10312.0,17011
2858,64.0,085,5,3501,006400,10305.0,64
2859,366.0,081,4,3058,036600,11412.0,366
2860,366.0,081,4,3058,036600,11413.0,366
2861,366.0,081,4,3058,036600,11434.0,366
2862,78.0,061,1,8610,007800,10016.0,78
2863,80.0,061,1,5013,008000,10016.0,80
2864,80.0,061,1,5013,008000,10017.0,80
2865,47.0,061,1,2318,004700,10012.0,47
2866,47.0,061,1,2318,004700,10013.0,47
2867,70.0,085,5,8895,007000,10305.0,70
2868,1010.01,081,4,10986,101001,11691.0,101001
2869,230.0,005,2,2974,023000,10462.0,230
2870,1385.01,081,4,4625,138501,11361.0,138501
2871,1385.01,081,4,4625,138501,11364.0,138501
2872,1471.0,081,4,3403,147100,11361.0,1471
2873,37.0,061,1,2674,003700,10012.0,37
2874,37.0,061,1,2674,003700,10013.0,37
2875,37.0,061,1,2674,003700,10014.0,37
2876,49.0,061,1,4406,004900,10012.0,49
2877,49.0,061,1,4406,004900,10013.0,49
2878,63.0,081,4,5340,006300,11102.0,63
2879,63.0,081,4,5340,006300,11103.0,63
2880,63.0,081,4,5340,006300,11106.0,63
2881,71.0,081,4,3539,007100,11102.0,71
2882,73.0,081,4,4330,007300,11102.0,73
2883,73.0,081,4,4330,007300,11106.0,73
2884,3.01,047,3,4340,000301,11201.0,301
2885,317.0,081,4,6271,031700,11105.0,317
2886,317.0,081,4,6271,031700,11370.0,317
2887,331.0,081,4,0,033100,11370.0,331
2888,331.0,081,4,0,033100,11371.0,331
2889,368.0,081,4,2673,036800,11434.0,368
2890,426.0,081,4,492,042600,11412.0,426
2891,426.0,081,4,492,042600,11434.0,426
2892,192.0,061,1,3963,019200,10035.0,192
2893,945.0,081,4,3896,094500,11356.0,945
2894,945.0,081,4,3896,094500,11357.0,945
2895,1.0,047,3,4116,000100,11201.0,1
2896,7.0,047,3,4054,000700,11201.0,7
2897,21.0,047,3,4910,002100,11201.0,21
2898,86.01,061,1,2986,008601,10016.0,8601
2899,86.01,061,1,2986,008601,10017.0,8601
2900,477.0,047,3,3816,047700,11211.0,477
2901,477.0,047,3,3816,047700,11222.0,477
2902,481.0,047,3,3050,048100,11211.0,481
2903,702.02,047,3,24,070202,11234.0,70202
2904,228.0,085,5,27,022800,10309.0,228
2905,228.0,085,5,27,022800,10312.0,228
2906,228.0,085,5,27,022800,10314.0,228
2907,565.0,047,3,3049,056500,11222.0,565
2908,334.0,005,2,570,033400,10458.0,334
2909,334.0,005,2,570,033400,10460.0,334
2910,334.0,005,2,570,033400,10462.0,334
2911,334.0,005,2,570,033400,10467.0,334
2912,958.0,047,3,3743,095800,11236.0,958
2913,960.0,047,3,0,096000,11236.0,960
2914,76.0,047,3,5124,007600,11220.0,76
2915,61.0,005,2,3869,006100,10451.0,61
2916,340.0,047,3,2215,034000,11224.0,340
2917,200.0,061,1,3394,020000,10026.0,200
2918,200.0,061,1,3394,020000,10027.0,200
2919,200.0,061,1,3394,020000,10035.0,200
2920,352.0,047,3,1083,035200,11224.0,352
2921,352.0,047,3,1083,035200,11235.0,352
2922,563.0,047,3,5092,056300,11222.0,563
2923,53.0,047,3,2420,005300,11231.0,53
2924,53.0,047,3,2420,005300,11232.0,53
2925,257.0,061,1,4609,025700,10026.0,257
2926,257.0,061,1,4609,025700,10027.0,257
2927,1093.0,081,4,3384,109300,11360.0,1093
2928,1093.0,081,4,3384,109300,11361.0,1093
2929,59.02,005,2,2757,005902,10451.0,5902
2930,63.0,005,2,4298,006300,10451.0,63
2931,63.0,005,2,4298,006300,10452.0,63
2932,235.01,061,1,6820,023501,10031.0,23501
2933,235.01,061,1,6820,023501,10032.0,23501
2934,239.0,061,1,3135,023900,10032.0,239
2935,267.0,061,1,2174,026700,10033.0,267
2936,267.0,061,1,2174,026700,10040.0,267
2937,197.01,061,1,593,019701,10025.0,19701
2938,197.01,061,1,593,019701,10027.0,19701
2939,291.03,085,5,8151,029103,10303.0,29103
2940,291.03,085,5,8151,029103,10314.0,29103
2941,162.0,061,1,9807,016200,10029.0,162
2942,178.0,061,1,3782,017800,10029.0,178
2943,178.0,061,1,3782,017800,10035.0,178
2944,146.05,085,5,3680,014605,10308.0,14605
2945,311.0,061,1,0,031100,10032.0,311
2946,311.0,061,1,0,031100,10033.0,311
2947,311.0,061,1,0,031100,10034.0,311
2948,311.0,061,1,0,031100,10040.0,311
2949,54.0,047,3,3054,005400,11209.0,54
2950,86.02,061,1,0,008602,10017.0,8602
2951,1.0,081,4,7575,000100,11101.0,1
2952,1.0,081,4,7575,000100,11109.0,1
2953,238.01,061,1,9300,023801,10044.0,23801
2954,87.0,081,4,5089,008700,11102.0,87
2955,238.02,061,1,2645,023802,10044.0,23802
2956,99.0,081,4,0,009900,11102.0,99
2957,99.0,081,4,0,009900,11105.0,99
2958,107.01,081,4,0,010701,11105.0,10701
2959,156.01,085,5,6470,015601,10308.0,15601
2960,156.01,085,5,6470,015601,10312.0,15601
2961,240.0,061,1,1814,024000,10035.0,240
2962,1034.0,047,3,4046,103400,11236.0,1034
2963,146.06,085,5,6687,014606,10306.0,14606
2964,146.06,085,5,6687,014606,10308.0,14606
2965,15.01,061,1,6892,001501,10038.0,1501
2966,15.02,061,1,7932,001502,10005.0,1502
2967,15.02,061,1,7932,001502,10038.0,1502
2968,15.02,061,1,7932,001502,10045.0,1502
2969,59.0,085,5,2986,005900,10301.0,59
2970,59.0,085,5,2986,005900,10310.0,59
2971,147.0,085,5,3411,014700,10301.0,147
2972,147.0,085,5,3411,014700,10310.0,147
2973,147.0,085,5,3411,014700,10314.0,147
2974,198.0,061,1,2806,019800,10027.0,198
2975,198.0,061,1,2806,019800,10035.0,198
2976,973.0,081,4,1812,097300,11357.0,973
2977,981.0,081,4,2417,098100,11357.0,981
2978,892.0,081,4,7664,089200,11414.0,892
2979,997.03,081,4,3899,099703,11360.0,99703
2980,146.04,085,5,6988,014604,10306.0,14604
2981,146.04,085,5,6988,014604,10308.0,14604
2982,146.04,085,5,6988,014604,10312.0,14604
2983,702.01,047,3,5939,070201,11234.0,70201
2984,706.0,047,3,2985,070600,11234.0,706
2985,277.02,085,5,6855,027702,10314.0,27702
2986,716.0,081,4,0,071600,11414.0,716
2987,716.0,081,4,0,071600,11420.0,716
2988,716.0,081,4,0,071600,11430.0,716
2989,1072.02,081,4,0,107202,11693.0,107202
2990,56.0,061,1,3220,005600,10010.0,56
2991,56.0,061,1,3220,005600,10016.0,56
2992,273.01,085,5,3835,027301,10314.0,27301
2993,273.02,085,5,3385,027302,10314.0,27302
2994,279.0,085,5,2144,027900,10306.0,279
2995,279.0,085,5,2144,027900,10308.0,279
2996,279.0,085,5,2144,027900,10312.0,279
2997,279.0,085,5,2144,027900,10314.0,279
2998,889.01,081,4,11133,088901,11354.0,88901
2999,889.01,081,4,11133,088901,11357.0,88901
3000,1039.0,081,4,7088,103900,11357.0,1039
3001,288.0,081,4,5154,028800,11434.0,288
3002,294.0,081,4,7097,029400,11434.0,294
3003,398.0,081,4,1781,039800,11412.0,398
3004,528.0,081,4,1371,052800,11412.0,528
3005,790.0,081,4,2884,079000,11436.0,790
3006,58.0,061,1,3355,005800,10001.0,58
3007,58.0,061,1,3355,005800,10010.0,58
3008,184.01,081,4,2118,018401,11434.0,18401
3009,184.01,081,4,2118,018401,11436.0,18401
3010,788.0,081,4,1889,078800,11436.0,788
3011,133.02,085,5,2835,013302,10302.0,13302
3012,133.02,085,5,2835,013302,10310.0,13302
3013,141.0,085,5,2329,014100,10302.0,141
3014,141.0,085,5,2329,014100,10310.0,141
3015,136.0,047,3,3919,013600,11209.0,136
3016,120.0,047,3,1154,012000,11219.0,120
3017,120.0,047,3,1154,012000,11220.0,120
3018,20.0,047,3,1232,002000,11220.0,20
3019,20.0,047,3,1232,002000,11232.0,20
3020,1377.0,081,4,6363,137700,11364.0,1377
3021,1385.02,081,4,37,138502,11361.0,138502
3022,1385.02,081,4,37,138502,11362.0,138502
3023,1385.02,081,4,37,138502,11363.0,138502
3024,1385.02,081,4,37,138502,11364.0,138502
3025,22.0,047,3,4907,002200,11220.0,22
3026,72.0,047,3,2073,007200,11220.0,72
3027,70.0,047,3,2552,007000,11220.0,70
3028,122.0,047,3,5945,012200,11220.0,122
3029,126.0,047,3,2909,012600,11220.0,126
3030,134.0,047,3,4035,013400,11209.0,134
3031,134.0,047,3,4035,013400,11220.0,134
3032,566.0,081,4,1444,056600,11428.0,566
3033,142.0,047,3,3084,014200,11209.0,142
3034,142.0,047,3,3084,014200,11228.0,142
3035,160.0,047,3,3983,016000,11209.0,160
3036,162.0,047,3,2062,016200,11209.0,162
3037,164.0,047,3,774,016400,11209.0,164
3038,164.0,047,3,774,016400,11228.0,164
3039,255.0,005,2,6523,025500,10453.0,255
3040,255.0,005,2,6523,025500,10468.0,255
3041,75.0,085,5,4060,007500,10301.0,75
3042,77.0,085,5,1370,007700,10301.0,77
3043,998.0,047,3,3539,099800,11234.0,998
3044,998.0,047,3,3539,099800,11236.0,998
3045,1028.0,047,3,1795,102800,11234.0,1028
3046,1028.0,047,3,1795,102800,11236.0,1028
3047,249.0,005,2,0,024900,10453.0,249
3048,251.0,005,2,6732,025100,10453.0,251
3049,88.0,081,4,3772,008800,11417.0,88
3050,88.0,081,4,3772,008800,11420.0,88
3051,884.0,081,4,7966,088400,11103.0,884
3052,884.0,081,4,7966,088400,11414.0,884
3053,884.0,081,4,7966,088400,11417.0,884
3054,884.0,081,4,7966,088400,11430.0,884
3055,1211.0,081,4,0,121100,11355.0,1211
3056,1211.0,081,4,0,121100,11365.0,1211
3057,1215.0,081,4,4543,121500,11355.0,1215
3058,1215.0,081,4,4543,121500,11365.0,1215
3059,1215.0,081,4,4543,121500,11367.0,1215
3060,33.0,081,4,2966,003300,11101.0,33
3061,33.0,081,4,2966,003300,11106.0,33
3062,43.0,081,4,2671,004300,11101.0,43
3063,43.0,081,4,2671,004300,11106.0,43
3064,85.0,081,4,1090,008500,11101.0,85
3065,85.0,081,4,1090,008500,11106.0,85
3066,564.0,081,4,1570,056400,11426.0,564
3067,564.0,081,4,1570,056400,11428.0,564
3068,365.01,047,3,2916,036501,11233.0,36501
3069,220.02,081,4,6880,022002,11435.0,22002
3070,779.03,081,4,3361,077903,11367.0,77903
3071,383.02,081,4,0,038302,11355.0,38302
3072,383.02,081,4,0,038302,11367.0,38302
3073,383.02,081,4,0,038302,11368.0,38302
3074,383.02,081,4,0,038302,11375.0,38302
3075,779.05,081,4,2692,077905,11367.0,77905
3076,779.05,081,4,2692,077905,11432.0,77905
3077,779.05,081,4,2692,077905,11435.0,77905
3078,213.0,085,5,5119,021300,10302.0,213
3079,213.0,085,5,5119,021300,10303.0,213
3080,538.0,081,4,1782,053800,11429.0,538
3081,582.0,081,4,4956,058200,11429.0,582
3082,6.0,085,5,2217,000600,10304.0,6
3083,6.0,085,5,2217,000600,10305.0,6
3084,21.0,085,5,4403,002100,10301.0,21
3085,21.0,085,5,4403,002100,10304.0,21
3086,154.0,085,5,0,015400,10306.0,154
3087,154.0,085,5,0,015400,10308.0,154
3088,156.03,085,5,4996,015603,10308.0,15603
3089,156.03,085,5,4996,015603,10312.0,15603
3090,1189.0,081,4,2418,118900,11355.0,1189
3091,1199.0,081,4,1564,119900,11355.0,1199
3092,1199.0,081,4,1564,119900,11358.0,1199
3093,568.0,081,4,4719,056800,11428.0,568
3094,568.0,081,4,4719,056800,11429.0,568
3095,123.0,005,2,3995,012300,10459.0,123
3096,123.0,005,2,3995,012300,10460.0,123
3097,123.0,005,2,3995,012300,10472.0,123
3098,493.02,081,4,2879,049302,11373.0,49302
3099,493.02,081,4,2879,049302,11378.0,49302
3100,497.0,081,4,3077,049700,11373.0,497
3101,497.0,081,4,3077,049700,11377.0,497
3102,497.0,081,4,3077,049700,11378.0,497
3103,65.0,061,1,6490,006500,10011.0,65
3104,65.0,061,1,6490,006500,10012.0,65
3105,65.0,061,1,6490,006500,10014.0,65
3106,67.0,061,1,5277,006700,10014.0,67
3107,73.0,061,1,6019,007300,10014.0,73
3108,381.0,081,4,7089,038100,11368.0,381
3109,399.0,081,4,4014,039900,11368.0,399
3110,365.02,047,3,1282,036502,11212.0,36502
3111,365.02,047,3,1282,036502,11233.0,36502
3112,59.0,047,3,1337,005900,11231.0,59
3113,63.0,047,3,1967,006300,11231.0,63
3114,53.0,005,2,4167,005300,10453.0,53
3115,247.0,005,2,1884,024700,10453.0,247
3116,34.0,061,1,6493,003400,10009.0,34
3117,157.0,005,2,4515,015700,10459.0,157
3118,157.0,005,2,4515,015700,10460.0,157
3119,157.0,005,2,4515,015700,10472.0,157
3120,155.0,005,2,3016,015500,10460.0,155
3121,161.0,005,2,4417,016100,10460.0,161
3122,163.0,005,2,0,016300,10456.0,163
3123,163.0,005,2,0,016300,10457.0,163
3124,201.0,085,5,3579,020100,10302.0,201
3125,201.0,085,5,3579,020100,10314.0,201
3126,247.0,085,5,2755,024700,10302.0,247
3127,247.0,085,5,2755,024700,10303.0,247
3128,28.0,061,1,7304,002800,10009.0,28
3129,64.0,061,1,7961,006400,10003.0,64
3130,64.0,061,1,7961,006400,10010.0,64
3131,48.0,061,1,6926,004800,10003.0,48
3132,356.02,047,3,5198,035602,11224.0,35602
3133,356.02,047,3,5198,035602,11235.0,35602
3134,364.0,047,3,2498,036400,11235.0,364
3135,44.0,061,1,17069,004400,10009.0,44
3136,713.04,081,4,6032,071304,11374.0,71304
3137,713.04,081,4,6032,071304,11375.0,71304
3138,717.01,081,4,5702,071701,11374.0,71701
3139,60.0,061,1,5457,006000,10009.0,60
3140,60.0,061,1,5457,006000,10010.0,60
3141,690.0,081,4,3489,069000,11413.0,690
3142,62.0,061,1,4692,006200,10010.0,62
3143,62.0,061,1,4692,006200,10016.0,62
3144,297.0,081,4,2117,029700,11103.0,297
3145,297.0,081,4,2117,029700,11377.0,297
3146,309.02,081,4,7652,030902,11370.0,30902
3147,309.02,081,4,7652,030902,11372.0,30902
3148,309.02,081,4,7652,030902,11377.0,30902
3149,50.0,061,1,5009,005000,10003.0,50
3150,50.0,061,1,5009,005000,10010.0,50
3151,1301.0,081,4,3994,130100,11427.0,1301
3152,1301.0,081,4,3994,130100,11428.0,1301
3153,1567.0,081,4,1516,156700,11004.0,1567
3154,1567.0,081,4,1516,156700,11426.0,1567
3155,1567.0,081,4,1516,156700,11427.0,1567
3156,167.0,005,2,3269,016700,10457.0,167
3157,171.0,005,2,0,017100,10457.0,171
3158,177.02,005,2,5522,017702,10456.0,17702
3159,177.02,005,2,5522,017702,10457.0,17702
3160,127.01,005,2,1982,012701,10459.0,12701
3161,694.0,081,4,3810,069400,11413.0,694
3162,694.0,081,4,3810,069400,11422.0,694
3163,216.0,081,4,4339,021600,11415.0,216
3164,216.0,081,4,4339,021600,11418.0,216
3165,220.01,081,4,5958,022001,11435.0,22001
3166,205.0,081,4,1283,020500,11377.0,205
3167,205.0,081,4,1283,020500,11378.0,205
3168,199.0,081,4,830,019900,11101.0,199
3169,199.0,081,4,830,019900,11378.0,199
3170,219.0,081,4,4,021900,11378.0,219
3171,119.0,005,2,5474,011900,10459.0,119
3172,121.02,005,2,1561,012102,10459.0,12102
