,pop,fips
3043,46859.0,54039
3044,37859.0,54045
3045,39554.0,54071
3046,46673.0,54077
3047,53410.0,55105
3048,49821.0,55119
3049,48412.0,55137
3050,44003.0,55001
3051,50110.0,55007
3052,55859.0,55065
3053,56479.0,55081
3054,66772.0,55093
3055,51603.0,55141
3056,41505.0,55003
3057,70662.0,55015
3058,47827.0,55037
3059,59215.0,55055
3060,57269.0,55059
3061,39855.0,55051
3062,49131.0,55019
3063,77768.0,55109
3064,55762.0,55083
3065,54203.0,55069
3066,54071.0,55135
3067,49257.0,55005
3068,43565.0,55113
3069,50276.0,55047
3070,45680.0,55099
3071,49052.0,55077
3072,44958.0,55075
3073,46784.0,55079
3074,58334.0,55101
3075,55128.0,55139
3076,54605.0,55033
3077,43356.0,55041
3078,60609.0,55045
3079,50522.0,55043
3080,41930.0,55107
3081,51751.0,55115
3082,56114.0,55117
3083,44122.0,55067
3084,38080.0,55078
3085,61523.0,55087
3086,49996.0,55123
3087,54753.0,55011
3088,63293.0,55021
3089,60320.0,55061
3090,54127.0,55063
3091,56775.0,55009
3092,52178.0,55035
3093,56509.0,55073
3094,52945.0,55085
3095,53551.0,55095
3096,54009.0,55121
3097,46592.0,55129
3098,81140.0,55133
3099,56038.0,55027
3100,58401.0,55127
3101,42720.0,55125
3102,47331.0,55023
3103,48817.0,55057
3104,51053.0,55071
3105,54447.0,55111
3106,73021.0,55131
3107,45891.0,55013
3108,55240.0,55017
3109,67631.0,55025
3110,56494.0,55029
3111,50730.0,55031
3112,57798.0,55039
3113,51108.0,55053
3114,60017.0,55049
3115,51470.0,55091
3116,80526.0,55089
3117,54620.0,55097
3118,48234.0,55103
3119,80178.0,56005
3120,63756.0,56023
3121,52415.0,56019
3122,59400.0,56025
3123,62879.0,56021
3124,62776.0,56009
3125,36793.0,56027
3126,80049.0,56039
3127,71083.0,56037
3128,47380.0,56031
3129,56455.0,56033
3130,51716.0,56003
3131,66944.0,56011
3132,60828.0,56029
3133,45816.0,56001
3134,57644.0,56007
3135,48422.0,56015
3136,54672.0,56041
3137,51362.0,56043
3138,48403.0,56017
3139,55013.0,56013
3140,84911.0,56035
3141,59605.0,56045
3142,8398748.0,360
